tick,duration_ns
2024,5296352
2025,5041053
2026,7481627
2027,5393083
2028,2301779
2029,4995993
2030,5883842
2031,4881321
2032,5207955
2033,5249189
2034,6101685
2035,3826963
2036,4937722
2037,7106646
2038,3650189
2039,3771223
2040,5658382
2041,8769601
2042,2314204
2043,5025961
2044,5188916
2045,9940996
2046,5304632
2047,7645647
2048,5429309
2049,3210262
2050,6111909
2051,5949351
2052,5762963
2053,7722012
2054,6342097
2055,9127857
2056,6119668
2057,8276982
2058,6116234
2059,6074027
2060,2391945
2061,6278933
2062,6195098
2063,5624718
2064,5493123
2065,5490476
2066,18089897
2067,5656085
2068,4827452
2069,5544947
2070,4476112
2071,4418134
2072,10475666
2073,5845992
2074,6641141
2075,7263296
2076,7265760
2077,5464853
2078,12942440
2079,5791523
2080,5485908
2081,4539645
2082,6839451
2083,5254988
2084,11554485
2085,7600423
2086,5570947
2087,7591950
2088,13516147
2089,5338389
2090,4817027
2091,6403600
2092,4837372
2093,6270644
2094,6317662
2095,5568868
2096,5914747
2097,3705641
2098,6327961
2099,6071019
2100,6223166
2101,1791801
2102,3258065
2103,7306189
2104,5573412
2105,5608259
2106,7727608
2107,5339419
2108,4730764
2109,6109992
2110,5749860
2111,5713141
2112,4623536
2113,4596851
2114,2843098
2115,4309560
2116,5956160
2117,5174651
2118,15252214
2119,9590283
2120,6244766
2121,4992355
2122,12984108
2123,4616137
2124,4103246
2125,7090173
2126,5690545
2127,5876821
2128,4077170
2129,3767550
2130,4221643
2131,8087670
2132,6742415
2133,4273006
2134,2440522
2135,4264552
2136,4603376
2137,4474168
